1.33375 -5.7075
2.09708333 29.09055556
2.29458333 59.14972222
2.35291667 -45.7475
2.81625 -15.46805556
3.30916667 15.18361111
3.65083334 20.20666667
3.66000001 -18.93277778
4.27291667 38.68166667
4.58208334 36.78527778
4.85708334 -8.82388889
5.01791667 -64.87472222
6.43791666 -77.25416667
6.57083333 -42.30611111
6.55083333 -43.68
6.98208334 -33.00722222
7.94333334 54.52222222
7.85416667 -48.80361111
7.88625 -62.95805556
7.88999999 -62.96583333
8.25 62.93166667
9.24291666 53.89694444
9.22041667 33.71944444
9.63875 29.31166667
9.83208334 30.86083333
10.12708333 56.53722222
10.51625 50.5125
10.33166667 -46.085
10.86708333 47.02472222
10.89750001 -17.98666667
10.83833334 -57.46305556
11.18125 48.28444444
11.0475 -10.60944444
11.83458333 24.26722222
12.275 57.81583333
12.20874999 50.96833333
12.17083333 7.585
12.45333333 41.07888889
13.26708333 61.12416667
13.25208333 -1.14416667
13.75041667 58.97277778
14.17708333 60.71666667
14.16583333 59.18111111
14.18833334 38.49944444
14.30166667 23.4175
14.65166667 -29.3575
17.18625 86.25694444
15.73583333 7.89
16.52083333 -46.71861111
17.14750001 -10.18222222
17.37583334 47.24194444
17.43291667 35.62055556
17.09625 -55.24583333
17.77583333 55.14972222
17.86333334 21.03472222
17.91499999 30.08972222
18.43708334 24.58361111
18.79625 -45.53138889
18.94208333 -68.87611111
20.02041667 58.23166667
19.86666667 27.26416667
20.585 45.52888889
21.48333333 68.13
21.00583333 -8.18333333
21.45416667 60.23527778
21.405 -14.59888889
21.91416667 45.40666667
37.95291667 89.26416667
22.09125 -43.31833333
22.54625 6.14388889
22.87083333 15.34583333
22.81291667 -49.07277778
23.48291667 59.23194444
24.19916666 41.40555556
24.49833333 48.62833333
24.8375 44.38611111
24.42875001 -57.23666667
25.145 40.57694444
25.44666667 42.61361111
25.35791667 5.4875
25.91499999 50.68861111
25.68125 -3.69027778
26.01708333 -15.9375
26.34833333 9.15777778
27.39624999 -10.68638889
27.865 -10.335
28.59875 63.67
28.27041667 29.57888889
28.3825 19.29583333
28.3825 19.29361111
29 68.68527778
28.38875 3.1875
28.66000001 20.80805556
28.41166666 -46.3025
29.1675 -22.52694444
28.98958333 -51.60888889
29.48208334 23.59611111
28.73374999 -67.64722222
29.29166667 -47.385
30.48916667 70.90694444
30.85875 72.42138889
30.00125 -21.07777778
29.6925 -61.56972222
30.51166667 2.76361111
30.975 42.32972222
30.97791667 42.33083333
31.1225 -29.29694444
31.79333333 23.4625
32.12208333 37.85916667
32.38583333 34.98722222
32.35541666 25.93972222
33.09291666 30.30305556
33.30541667 44.23166667
33.25 8.84666667
34.26333333 34.22416667
34.32875 33.84722222
34.1275 -51.51222222
34.83625 -2.9775
36.40583334 50.27861111
35.43708334 -68.65944444
37.26666667 67.4025
36.4875 -12.29055556
37.03958333 8.46
36.74624999 -47.70388889
38.02166667 -15.24472222
38.46125 -28.2325
38.96875 5.59333333
39.87083333 0.32861111
39.89083333 -11.87222222
40.56208333 40.19388889
39.95 -42.89166667
40.16666667 -39.85555556
41.05 49.22833333
40.86291667 27.70722222
40.825 3.23583333
39.89750001 -68.26694444
41.03083333 -13.85861111
41.23541667 10.11416667
41.27583333 -18.5725
41.97708333 29.24722222
42.67416666 55.89555556
41.38583333 -67.61666667
42.49583333 27.26055556
42.64624999 38.31861111
42.2725 -32.40583333
42.87833333 35.05972222
42.75958333 -21.00416667
43.56458333 52.7625
43.47041667 -49.89027778
42.61875 -75.06694444
44.10708334 -8.89805556
44.69041667 39.66277778
44.76541667 35.18305556
44.80291667 21.34027778
44.80291667 21.34027778
44.92875001 8.9075
44.56541667 -40.30472222
44.56791666 -40.30444444
44.69916666 -64.07138889
45.57 4.08972222
46.19916666 53.50638889
46.38500001 56.70583333
45.59791667 -23.62444444
46.29416667 38.84027778
47.98458333 74.39361111
47.04208333 40.95555556
47.26666667 49.61333333
47.37416666 44.85722222
47.8225 39.61166667
47.9075 19.72666667
48.01791667 -28.98694444
48.72541666 21.04444444
48.95833333 -8.81972222
49.99750001 65.65222222
49.6825 34.22277778
49.59208333 -22.51138889
49.84041667 3.37027778
50.085 29.04833333
50.36041667 43.32944444
49.87916667 -21.75777778
49.98208334 -43.06972222
51.08083333 49.86111111
51.20333333 9.02888889
52.01291667 49.06277778
52.26708333 59.94027778
51.7925 9.73277778
52.47875001 58.87861111
52.34208333 49.50888889
52.64375 47.99527778
52.71833334 12.93666667
52.65458333 -5.07527778
52.34458334 -62.9375
53.2325 -9.45833333
54.1225 48.19277778
53.44708333 -21.63277778
54.21833334 0.40166667
54.27375 -40.27472222
55.73125 47.7875
55.59375 33.965
56.50958333 63.345
56.07958333 32.28833333
56.29833333 42.57861111
55.81208333 -9.76333333
